make_model,make,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Fiat 124 Spider,Fiat,"CAMINO ENMEDIO 3,  50013 ZARAGOZA, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"C/ SIERRA DE IRTA, 1,  12006 CASTELLON, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CTRA. DE CAMION, KM. 311,  13005 CIUDAD REAL, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"C/ Antonio Alcaide Sánchez nº15 Polígono el Pinillo,  29620 Torremolinos, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Plaza de la Luna, 1,  03006 Alicante, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Calle A, numero 1, Poligono Industrial Campollano,  02007 Albacete, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"POLÍGONO LANDAZABAL CALLE A 38,  31610 VILLAVA, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Avda. Arquitecto Miguel Angel Beloqui 11,  30007 Murcia, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CTRA. DE MONTCADA, 750,  08227 TERRASSA, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CARRER DE LA CIUTAT DE LLIRIA, 71,  46980 PATERNA, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"C/ SIERRA DE IRTA, 1,  12006 CASTELLON, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Polígono Industrial Artunduaga, Azganeta Kalea, 6,,  48970 BILBAO, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"POLÍGONO LANDAZABAL CALLE A 38,  31610 VILLAVA, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CTRA. DE MONTCADA, 750,  08227 TERRASSA, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Rúa do Gandarón, 48,  36214 Vigo, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Av. del Ing. Juan de la Cierva, s/n, Polígono Industrial La Torrecilla,  14013 Córdoba, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CAMINO ENMEDIO 3,  50013 ZARAGOZA, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CTRA. DE CAMION, KM. 311,  13005 CIUDAD REAL, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Calle A, numero 1, Poligono Industrial Campollano,  02007 Albacete, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"CARRER DE LA CIUTAT DE LLIRIA, 71,  46980 PATERNA, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"C/ Antonio Alcaide Sánchez nº15 Polígono el Pinillo,  29620 Torremolinos, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Plaza de la Luna, 1,  03006 Alicante, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Polígono Industrial Artunduaga, Azganeta Kalea, 6,,  48970 BILBAO, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Av. del Ing. Juan de la Cierva, s/n, Polígono Industrial La Torrecilla,  14013 Córdoba, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Calle Grecia 4 - Poligono Industrial El Chaparrejo,  41500 ALCALA DE GUADAIRA, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Carretera de Málaga, km 8,300  Autovía A-92G,  18320 SANTA FE, ES",16682.0,Coupe,Used,Yes,125274.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Calle Grecia 4 - Poligono Industrial El Chaparrejo,  41500 ALCALA DE GUADAIRA, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Carretera de Málaga, km 8,300  Autovía A-92G,  18320 SANTA FE, ES",16121.0,Coupe,Used,Yes,125618.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1050.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat Punto,Fiat,"8 ter Rue du Char d'Argent,  88000 Épinal, FR",2799.0,Coupe,Used,No,225000.0,Manual,Diesel,Dealer,1100.0,5.0,141.0,Front,Alloy wheels,1160.0,Yes,Cloth,2.0,unefficient,11.0,81.0,6.0,Standard,Standard,Safety Premium Plus Package
Fiat 595 Abarth,Fiat,"Chaussée de Charleroi 106,  5070 Vitrival, BE",17990.0,Coupe,Used,Yes,25000.0,Manual,Benzine,Dealer,1368.0,5.0,139.0,Front,"Alloy wheels (17""), Sport seats, Sport suspension, Summer tyres, Touch screen",1122.0,Yes,Cloth,1.0,efficient,4.0,118.0,6.0,Standard,Standard,Safety Premium Package
Fiat 595 Abarth,Fiat,"Oudenaardsesteenweg 32,  9772 Wannegem Lede, BE",18399.0,Coupe,Used,No,75500.0,Manual,Benzine,Dealer,1368.0,5.0,158.0,Front,"Alloy wheels, Automatically dimming interior mirror, Catalytic Converter, E10-enabled, Spoiler, Sport package, Sport seats, Sport suspension, Summer tyres, Touch screen",1150.0,Yes,Cloth,1.0,efficient,4.0,118.0,6.9,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Tivoli 26,  4515 CN IJZENDIJKE, NL",7490.0,Coupe,Used,No,121145.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,"Spoiler, Sport seats",905.0,No,Cloth,2.0,unefficient,9.0,51.0,4.0,Standard,Standard,Safety Standard Package
Fiat 500,Fiat,"Fabrik Straße 12,  73650 Winterbach, DE",17490.0,Coupe,Used,No,73000.0,Manual,Benzine,Dealer,1368.0,5.0,139.0,Front,"Alloy wheels, Automatically dimming interior mirror, Cargo barrier, E10-enabled, Emergency tyre repair kit, Headlight washer system, Sport package, Sport seats, Sport suspension, Summer tyres, Touch screen, Voice Control, Winter package",865.0,Yes,Cloth,1.0,unefficient,5.0,118.0,6.0,Standard,Plus,Safety Premium Package
Fiat 500 Abarth,Fiat,"Via Pentelete 48,  86027 San Massimo - Campobasso - CB, IT",28500.0,Coupe,Pre-registered,No,2000.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Rear,"Alloy wheels, Touch screen, Voice Control",1020.0,No,Cloth,1.0,unefficient,1.0,132.0,6.0,Standard,Plus,Safety Premium Package
Fiat 500 Abarth,Fiat,"Broekerdreef 100,  1991 AZ VELSERBROEK, NL",22945.0,Coupe,Used,Yes,73487.0,Manual,Benzine,Dealer,1368.0,5.0,139.0,Front,"Alloy wheels (17""), Automatically dimming interior mirror, Sport seats",1020.0,Yes,Part/Full Leather,1.0,unefficient,4.0,132.0,6.0,Standard,Plus,Safety Premium Package
Fiat Grande Punto,Fiat,"Robert-Bosch-Str. 4,  64319 Pfungstadt, DE",1950.0,Coupe,Used,No,242563.0,Manual,Diesel,Dealer,1910.0,5.0,154.0,Front,"Sport package, Sport seats, Sport suspension, Steel wheels, Winter tyres",1000.0,No,Part/Full Leather,2.0,efficient,16.0,96.0,5.8,Standard,Standard,Safety Premium Plus Package
Fiat Punto,Fiat,"4782AG moerdijk, NL",9500.0,Coupe,Used,No,99000.0,Manual,Benzine,Private seller,1368.0,6.0,142.0,Front,Tuned car,1160.0,No,Cloth,2.0,unefficient,11.0,133.0,6.1,Standard,Plus,Safety Premium Package
Fiat 500e,Fiat,"De Hanze 18,  6049 HZ Herten, NL",26950.0,Coupe,Used,No,15850.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Electronic parking brake, Spoiler, Touch screen, Voice Control",1365.0,No,Cloth,1.0,efficient,1.0,87.0,2.359,Standard,Plus,Safety Premium Package
Fiat 124 Spider,Fiat,"20131 Milano, IT",20000.0,Coupe,Used,No,29000.0,Manual,Benzine,Private seller,1400.0,6.0,148.0,Rear,"Alloy wheels, Sport seats",1400.0,Yes,Part/Full Leather,1.0,unefficient,6.0,100.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500,Fiat,"4669 Differdange, LU",6900.0,Coupe,Used,No,120000.0,Manual,Diesel,Private seller,1300.0,5.0,110.0,Front,"All season tyres, Alloy wheels (15"")",865.0,Yes,Part/Full Leather,2.0,unefficient,9.0,71.0,4.2,Standard,Standard,Safety Premium Package
Fiat Barchetta,Fiat,"40012 Calderara di Reno, IT",11000.0,Coupe,Used,No,43455.0,Manual,Benzine,Private seller,1747.0,5.0,3.0,Front,"Alloy wheels, Ambient lighting, Emergency tyre, Sport seats",1060.0,No,Cloth,8.0,efficient,20.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Grande Punto,Fiat,"5951EL Belfeld, NL",3299.0,Coupe,Used,No,54698.0,Manual,Benzine,Private seller,1200.0,5.0,156.0,Front,Spare tyre,1000.0,No,Cloth,3.0,efficient,15.0,48.0,6.6,Standard,Standard,Safety Standard Package
Fiat Tipo,Fiat,"85635 Höhenkirchen-Siegertsbrunn, DE",16800.0,Coupe,Used,No,23000.0,Manual,Benzine,Private seller,1368.0,6.0,117.0,Front,"Alloy wheels (18""), Automatically dimming interior mirror, Emergency tyre repair kit, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1395.0,Yes,Part/Full Leather,1.0,unefficient,2.0,88.0,4.6,Premium,Standard,Safety Premium Package
Fiat 500e,Fiat,"Frazione Abbadia Alpina via de Gasperi snc,  10064 Pinerolo  - To, IT",26599.0,Coupe,Pre-registered,No,1.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,"Alloy wheels (16""), Electronic parking brake, Touch screen",1405.0,No,Cloth,1.0,efficient,1.0,43.0,2.359,Premium,Plus,Safety Premium Package
Fiat Grande Punto,Fiat,"Frankenthaler Str. 202,  67059 Ludwigshafen a. Rhein, DE",4990.0,Coupe,Used,No,130000.0,Manual,Benzine,Dealer,1368.0,5.0,156.0,Front,"Alloy wheels, Sport seats, Sport suspension, Summer tyres, Winter tyres",1000.0,Yes,Cloth,3.0,efficient,13.0,88.0,6.6,Standard,Standard,Safety Premium Plus Package
Fiat 500,Fiat,"Pettenkoferstr. 2,  85276 Pfaffenhofen an der Ilm, DE",17599.0,Coupe,Used,No,59390.0,Manual,Benzine,Dealer,1368.0,5.0,154.0,Front,"All season tyres, Alloy wheels, Ambient lighting, Automatically dimming interior mirror, E10-enabled, Emergency tyre repair kit, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",865.0,Yes,Cloth,3.0,unefficient,3.0,107.0,6.7,Premium,Plus,Safety Premium Package
Fiat Barchetta,Fiat,"00122 Roma, IT",10000.0,Coupe,Used,No,103000.0,Manual,Benzine,Private seller,1747.0,5.0,3.0,Front,"Alloy wheels, Ambient lighting, Emergency tyre, Sport seats",1060.0,No,Cloth,8.0,efficient,20.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Barchetta,Fiat,"Via Oreste Badellino 11,  12062 Cherasco - Cuneo - Cn, IT",9800.0,Coupe,Used,No,142000.0,Manual,Benzine,Dealer,1747.0,5.0,3.0,Front,"Alloy wheels, Ambient lighting, Emergency tyre, Sport seats",1060.0,No,Cloth,8.0,efficient,20.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Barchetta,Fiat,"Via Dell'Artigianato, 8,  31043 Fontanelle - Treviso - TV, IT",10000.0,Coupe,Used,No,78500.0,Manual,Benzine,Dealer,1747.0,5.0,3.0,Front,"Alloy wheels, Ambient lighting, Emergency tyre, Sport seats",1060.0,Yes,Cloth,1.0,efficient,20.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Punto Evo,Fiat,"Gutenbergstraße 12,  68167 Mannheim, DE",4250.0,Coupe,Used,No,141628.0,Manual,Benzine,Dealer,1242.0,5.0,123.0,Front,"Alloy wheels (15"")",1065.0,Yes,Cloth,2.0,efficient,11.0,51.0,5.2,Standard,Standard,Safety Premium Package
Fiat 500,Fiat,"84135 Salerno, IT",8500.0,Coupe,Used,No,53000.0,Manual,Benzine,Private seller,1368.0,6.0,149.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Emergency tyre, Shift paddles, Voice Control",930.0,No,Part/Full Leather,3.0,unefficient,13.0,74.0,6.3,Standard,Standard,Safety Premium Plus Package
Fiat 124 Spider,Fiat,"Viale Michelangelo, 1822,  90145 Palermo - Pa, IT",27900.0,Coupe,Used,Yes,12050.0,Manual,Benzine,Dealer,1368.0,6.0,148.0,Rear,Alloy wheels,1050.0,No,Part/Full Leather,3.0,unefficient,3.0,103.0,6.4,Standard,Standard,Safety Premium Package
Fiat Barchetta,Fiat,"Via Roma 43,  58031 Arcidosso - Grosseto - Gr, IT",8900.0,Coupe,Used,No,54170.0,Manual,Benzine,Dealer,1747.0,5.0,3.0,Front,"Alloy wheels, Emergency tyre, Sport seats",1060.0,Yes,Cloth,1.0,efficient,19.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Tipo,Fiat,"40139 bologna, IT",15300.0,Coupe,Used,No,90000.0,Manual,Liquid/Natural Gas,Private seller,1368.0,6.0,117.0,Front,"Alloy wheels, Roof rack",1395.0,No,Part/Full Leather,1.0,efficient,5.0,88.0,4.6,Standard,Plus,Safety Premium Package
Fiat Panda,Fiat,"1785 Merchtem, BE",7350.0,Coupe,Used,No,34950.0,Automatic,Benzine,Private seller,1242.0,5.0,156.0,4WD,"All season tyres, Alloy wheels, Emergency tyre, Roof rack, Summer tyres",980.0,No,Cloth,2.0,efficient,12.0,44.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500,Fiat,"00136 Roma, IT",8999.0,Coupe,Used,No,124000.0,Manual,Benzine,Private seller,875.0,5.0,99.0,Front,"Alloy wheels (17"")",940.0,No,Part/Full Leather,1.0,efficient,6.0,77.0,4.2,Standard,Standard,Safety Premium Package
Fiat 500 Abarth,Fiat,"Reisberg  10,  9431 St. Stefan, AT",23000.0,Coupe,Used,No,65000.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Front,"Alloy wheels (18""), Ambient lighting, Automatically dimming interior mirror, Emergency tyre repair kit, Spoiler, Sport package, Sport seats, Sport suspension, Summer tyres",1020.0,Yes,Part/Full Leather,1.0,unefficient,3.0,107.0,6.0,Standard,Standard,Safety Premium Package
Fiat 500,Fiat,"Wiener Straße 42,  4800 Attnang-Puchheim, AT",16990.0,Coupe,Used,Yes,2816.0,Manual,Benzine,Dealer,999.0,5.0,119.0,Front,"Alloy wheels, Touch screen",980.0,No,Part/Full Leather,1.0,efficient,1.0,52.0,5.3,Standard,Standard,Safety Premium Plus Package
Fiat 500,Fiat,"Wiener Straße 42,  4800 Attnang-Puchheim, AT",37500.0,Coupe,Used,Yes,10.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,"Alloy wheels, Touch screen",865.0,No,Part/Full Leather,1.0,efficient,0.0,87.0,2.359,Standard,Plus,Safety Premium Package
Fiat 500C,Fiat,"Alt-Mahlsdorf 17 A,  12623 Berlin, DE",9970.0,Coupe,Used,Yes,72000.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Cargo barrier, Catalytic Converter, E10-enabled, Spoiler, Summer tyres, Touch screen, Voice Control",980.0,No,Part/Full Leather,1.0,efficient,5.0,51.0,4.9,Premium,Plus,Safety Premium Package
Fiat 500,Fiat,"Leitenstr. 41,  4812 Pinsdorf, AT",25700.0,Coupe,Demonstration,Yes,2400.0,Automatic,Electric,Dealer,1242.0,1.0,0.0,Front,Alloy wheels,865.0,Yes,Part/Full Leather,1.0,efficient,0.0,70.0,2.359,Standard,Standard,Safety Premium Package
Fiat 500e,Fiat,"Viale Mazzini, 70,  80045 Pompei – Napoli – Na, IT",25990.0,Coupe,Used,Yes,10000.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Electronic parking brake, Spoiler, Touch screen, Voice Control",1405.0,Yes,Cloth,1.0,efficient,1.0,43.0,2.359,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Oberlebing 45,  4320 Allerheiligen/Perg, AT",17979.0,Coupe,Used,Yes,5.0,Manual,Benzine,Dealer,999.0,6.0,119.0,Front,"Alloy wheels, Touch screen",865.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,5.1,Standard,Standard,Safety Premium Package
Fiat 500,Fiat,"Via Raoul Chiodelli, 46/52,  00132 Roma - Rm, IT",9900.0,Coupe,Used,Yes,30000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,"Alloy wheels (15""), Ambient lighting, Emergency tyre, Ski bag, Smoker's package, Sport package, Touch screen, Voice Control",865.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,5.1,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"80017 Melito di Napoli, IT",12500.0,Coupe,Used,No,50000.0,Manual,Benzine,Private seller,1200.0,5.0,119.0,Front,"Alloy wheels, Touch screen",865.0,Yes,Part/Full Leather,1.0,unefficient,3.0,51.0,4.8,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Pastorenweg 16,  26388 Wilhelmshaven, DE",16790.0,Coupe,Used,No,5.0,Manual,Benzine,Dealer,999.0,6.0,106.0,Front,"Alloy wheels, Touch screen",1136.0,No,Part/Full Leather,1.0,efficient,1.0,52.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Via del Casone Ugolino, 29-31,  57022 Castagneto Carducci - Livorno - Li, IT",6400.0,Coupe,Used,No,212000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Emergency tyre, Voice Control",865.0,No,Part/Full Leather,2.0,unefficient,14.0,51.0,5.1,Standard,Standard,Safety Premium Plus Package
Fiat 500,Fiat,"Via del Cinema, 2,  00042 Anzio - Roma - Rm, IT",6999.0,Coupe,Used,No,142000.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,"Alloy wheels, Automatically dimming interior mirror, Emergency tyre, Voice Control",900.0,No,Cloth,2.0,unefficient,11.0,63.0,4.0,Standard,Standard,Safety Premium Plus Package
Fiat 500,Fiat,"Via G. Galilei,10,  24050 Caravaggio, IT",5500.0,Coupe,Used,No,160000.0,Manual,Diesel,Dealer,1248.0,5.0,110.0,Front,"All season tyres, Emergency tyre, Spare tyre",980.0,No,Cloth,1.0,unefficient,14.0,55.0,4.2,Standard,Standard,Safety Premium Plus Package
Fiat 500,Fiat,"Via Raoul Chiodelli, 46/52,  00132 Roma - Rm, IT",11900.0,Coupe,Used,Yes,15000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,"Alloy wheels (14""), Ambient lighting, Emergency tyre, Emergency tyre repair kit, Headlight washer system, Shift paddles, Ski bag, Smoker's package, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",865.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,5.1,Premium,Plus,Safety Premium Package
Fiat 500,Fiat,"Wiener Straße 42,  4800 Attnang-Puchheim, AT",16980.0,Coupe,Used,Yes,10553.0,Manual,Benzine,Dealer,999.0,5.0,119.0,Front,"Alloy wheels, Touch screen",1005.0,No,Part/Full Leather,1.0,efficient,1.0,52.0,5.3,Standard,Standard,Safety Standard Package
Fiat 500,Fiat,"Via Raoul Chiodelli, 46/52,  00132 Roma - Rm, IT",11900.0,Coupe,Used,Yes,7000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,"Alloy wheels (15""), Ambient lighting, Emergency tyre, Emergency tyre repair kit, Headlight washer system, Ski bag, Smoker's package, Sport package, Sport seats, Touch screen, Voice Control",865.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,5.1,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Wiener Straße 42,  4800 Attnang-Puchheim, AT",14990.0,Coupe,Used,Yes,13144.0,Manual,Benzine,Dealer,999.0,5.0,119.0,Front,"Alloy wheels, Touch screen",1055.0,No,Part/Full Leather,1.0,unefficient,2.0,52.0,5.3,Standard,Standard,Safety Premium Package
Fiat Barchetta,Fiat,"16128 Genova, IT",7600.0,Coupe,Used,No,106000.0,Manual,Benzine,Private seller,1747.0,5.0,3.0,Front,"Alloy wheels, Ambient lighting, Emergency tyre, Sport seats",1060.0,No,Cloth,2.0,efficient,18.0,96.0,8.4,Standard,Standard,Safety Standard Package
Fiat Punto,Fiat,"Ravensburgerstraße 52,  88250 Weingarten, DE",4990.0,Coupe,Used,No,58500.0,Manual,Benzine,Dealer,1242.0,5.0,140.0,Front,"Alloy wheels (17""), Spoiler, Sport package, Sport seats, Sport suspension, Touch screen",1160.0,No,Part/Full Leather,2.0,unefficient,16.0,48.0,5.9,Standard,Standard,Safety Premium Package
Fiat 500,Fiat,"Wiener Straße 42,  4800 Attnang-Puchheim, AT",14990.0,Coupe,Used,Yes,9407.0,Manual,Benzine,Dealer,999.0,5.0,119.0,Front,"Alloy wheels, Touch screen",1055.0,No,Part/Full Leather,1.0,unefficient,2.0,52.0,5.3,Standard,Plus,Safety Premium Package
Fiat 500,Fiat,"Via Raoul Chiodelli, 46/52,  00132 Roma - Rm, IT",12900.0,Coupe,Used,Yes,2000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,"Alloy wheels (16""), Ambient lighting, Emergency tyre repair kit, Headlight washer system, Ski bag, Smoker's package, Sport seats, Touch screen, Voice Control",865.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,5.1,Standard,Plus,Safety Premium Package
